reaction_id,model,db,model_id,is_transp,in_pcm,ec,inChlVirid,uniprGpr,max_evid,evid_brenda,model_gpr,Solanum_lycopersicum,Nicotiana_glauca,Vigna_aconitifolia,Sorghum_bicolor,Triphysaria_versicolor,Vitis_vinifera,Castilleja_foliolosa,Pueraria_montana,Lotus_japonicus,Ipomoea_batatas,Centaurea_solstitialis,Triticum_aestivum,Nicotiana_tabacum,Chlorella_vulgaris,Apostasia_shenzhenica,Genlisea_aurea,Marchantia_polymorpha_subsp._ruderalis,Punica_granatum,Ricinus_communis,Citrus_unshiu,Saccharum_hybrid,Populus_alba_x_Populus_x,Prunus_yedoensis,Tetracentron_sinense,Cucurbita_maxima,Deinandra_increscens,Trifolium_pratense,Eriobotrya_japonica,Medicago_truncatula,Nicotiana_sylvestris,Zea_mays,Prunus_armeniaca,Musa_troglodytarum,Leucosceptrum_canum,Crocus_sativus,Prunus_salicina,Secale_cereale,Tanacetum_cinerariifolium,Handroanthus_impetiginosus,Populus_canescens,Ostreococcus_tauri,Lithospermum_erythrorhizon,Prasiola_cf_delicata,Striga_hermonthica,Physcomitrium_patens,Linum_tenue,Monoraphidium_neglectum,Carpinus_fangiana,Marchantia_polymorpha,Cucumis_sativus,Arabidopsis_thaliana,Mesostigma_viride,Rhododendron_williamsianum,Umbellularia_californica,Citrus_sinensis,Gossypium_hirsutum,Nicotiana_glutinosa,Glycine_max,Trapa_natans,Hevea_brasiliensis,Stylosanthes_scabra,Oryza_sativa,Brassica_campestris,Musa_balbisiana,Brassica_napus,Salvia_divinorum,Lolium_perenne,Solanum_commersonii,Cajanus_cajan,Prasiola_borealis,Humulus_lupulus,Panax_ginseng,Zingiber_officinale,Populus_tomentosa,Pisum_sativum,Cucumis_melo,Glycine_soja,Populus_trichocarpa,Micractinium_conductrix,Cannabis_sativa,Arabidopsis_arenosa,Chlorella_sorokiniana,Cucurbita_moschata,Cinnamomum_camphora,Tetratostichococcus_jenerensis,Populus_alba,pcm_gpr
1.8.1.4,panAlgae,ec,{'panAlgae': ['NanoG0420']},False,False,['1.8.1.4'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At3g16950 or At4g16155'},2,True,"('panAlgae', '(Naga_100064g27 or Naga_101735g1 or Naga_101326g1 or Naga_100130g6 or Naga_100136g4 or Naga_101324g2) and (Naga_100039g1 or Naga_100001g181 or Naga_100050g7) and (Naga_100257g2 or Naga_100065g5 or Naga_100594g3 or Naga_100165g9 or Naga_100605g1 or Naga_100008g2 or Naga_100006g108 or Naga_100258g1)')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g16950 or At4g16155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g16950 or At4g16155
6.4.1.1,panAlgae,ec,{'panAlgae': ['R00344_h']},False,False,['6.4.1.1'],[0],{},0,False,"('', '')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14.13.81,"panAlgae, potato",ec,"{'panAlgae': ['NanoG1270', 'NanoG1269', 'NanoG1271'], 'potato': ['MPMECY3', 'MPPP9OMC']}",False,False,['1.14.13.81'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At3g56940'},2,True,"('panAlgae', 'Naga_1Chloroplast29 or Naga_1Chloroplast29 or Naga_1Chloroplast29')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g56940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g56940
1.11.1.11,"panAlgae, Cohadii",ec,"{'Cohadii': ['RXN-12440'], 'panAlgae': ['NanoG0342']}",False,False,['1.11.1.11'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At4g08390 or At1g77490', 'Oryza sativa subsp. japonica (Rice)': 'Os04g0434800 LOC_Os04g35520 or Os02g0553200 LOC_Os02g34810 or Os12g0178200 LOC_Os12g07830 or Os12g0178100 LOC_Os12g07820'}",2,True,"('panAlgae', 'Naga_100005g10 or Naga_101473g1')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g08390 or At1g77490,,,,,,,,,,,Os04g0434800 or Os02g0553200 or Os12g0178200 or Os12g0178100,,,,,,,,,,,,,,,,,,,,,,,,,At4g08390 or At1g77490
1.3.1.43,panAlgae,ec,{'panAlgae': ['R00732_h']},False,False,['1.3.1.43'],[0],{},0,False,"('', '')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3.1.15,panAlgae,ec,"{'panAlgae': ['@Pha_dhag3psynth', '@Chl_dhag3psynth']}",False,False,['2.3.1.15'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g32200'},2,True,"('panAlgae', 'PHATRDRAFT_50031 or PHATRDRAFT_54709 or CHLREDRAFT_126704 or CHLREDRAFT_205741')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g32200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g32200
3.1.1.3,panAlgae,ec,{'panAlgae': ['NanoG1014']},False,False,['3.1.1.3'],[1],{'Cajanus cajan (Pigeon pea) (Cajanus indicus)': 'A0A151TDE9'},1,True,"('panAlgae', 'Naga_100091g1 or Naga_100033g26 or Naga_100013g62 or Naga_100718g2 or Naga_100247g4 or Naga_100104g14 or Naga_100101g12 or Naga_100241g4 or Naga_100016g85 or Naga_100180g7 or Naga_100171g1 or Naga_100062g1 or Naga_100020g21 or Naga_101744g1 or Naga_100057g25 or Naga_100529g6 or Naga_100011g88 or Naga_100233g6 or Naga_101884g1 or Naga_100271g1 or Naga_100331g4 or Naga_100012g35 or Naga_100043g24 or Naga_100598g1 or Naga_100065g28 or Naga_100039g12 or Naga_102309g1 or Naga_100426g5 or Naga_100016g73 or Naga_100144g12 or Naga_100046g19 or Naga_100101g8 or Naga_100530g1 or Naga_100008g63 or Naga_100133g7 or Naga_100193g8 or Naga_100045g8 or Naga_100677g1 or Naga_100055g28 or Naga_100150g1')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A151TDE9,,,,,,,,,,,,,,,,,,
2.6.1.83,panAlgae,ec,{'panAlgae': ['R07613_h']},False,False,['2.6.1.83'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At4g33680', 'Oryza sativa subsp. japonica (Rice)': 'Os03g0299900 LOC_Os03g18810'}",2,True,"('panAlgae', 'NGA_0115010 or NGA_0115020')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g33680,,,,,,,,,,,Os03g0299900,,,,,,,,,,,,,,,,,,,,,,,,,At4g33680
2.4.1.-,"panAlgae, potato",ec,"{'panAlgae': ['@Pha_sqdg226synth', 'sqdg180synth', '@Chl_sqdg226synth', '@Chl_sqdg183synth'], 'potato': ['SQD2', 'SQD3']}",False,False,['2.4.1.-'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At4g31780 or At2g36390', 'Oryza sativa subsp. japonica (Rice)': 'Os06g0726400 LOC_Os06g51084'}",2,False,"('panAlgae', 'PHATRDRAFT_50356 or  or CHLREDRAFT_116277 or CHLREDRAFT_121326 or CHLREDRAFT_116277 or CHLREDRAFT_121326')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g31780 or At2g36390,,,,,,,,,,,Os06g0726400,,,,,,,,,,,,,,,,,,,,,,,,,At4g31780 or At2g36390
2.4.1.184,panAlgae,ec,"{'panAlgae': ['@Chl_dgdg226synth', '@Chl_dgdg183synth', 'dgdg180synth', '@Pha_dgdg226synth']}",False,False,['2.4.1.184'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At3g06510', 'Oryza sativa subsp. japonica (Rice)': 'Os11g0683500 LOC_Os11g45710'}",2,True,"('panAlgae', ' or  or  or ')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g06510,,,,,,,,,,,Os11g0683500,,,,,,,,,,,,,,,,,,,,,,,,,At3g06510
4.1.1.48,panAlgae,ec,{'panAlgae': ['R03508_h']},False,False,['4.1.1.48'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At2g04400'},2,True,"('', '')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g04400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g04400
2.7.1.156,panAlgae,ec,{'panAlgae': ['NanoG1261']},False,False,['2.7.1.156'],[0],{},0,False,"('', '')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7.1.11,panAlgae,ec,{'panAlgae': ['R00756_h']},False,False,['2.7.1.11'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At2g22480 or At5g61580'},2,True,"('panAlgae', 'NGA_0614620')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g22480 or At5g61580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g22480 or At5g61580
3.1.1.63,panAlgae,ec,{'panAlgae': ['@Chl_R03049_s']},False,False,['3.1.1.63'],[0],{},0,False,"('', '')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3.5.6,panAlgae,ec,{'panAlgae': ['NanoG1399']},False,False,['1.3.5.6'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At3g04870'},2,True,"('panAlgae', 'Naga_100427g4')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g04870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g04870
1.18.1.2,"panAlgae, potato",ec,"{'panAlgae': ['FNRNADPH', 'R01195_h', 'FDFNR2', 'FDFNR1'], 'potato': ['Fd-NADPR_h']}",False,False,['1.18.1.2'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At4g05390 or At1g30510 or At5g66190 or At1g20020', 'Oryza sativa subsp. japonica (Rice)': 'Os06g0107700 LOC_Os06g01850 or LOC_Os02g01340 Os02g0103800 or Os07g0147900 LOC_Os07g05400 or Os03g0784700 LOC_Os03g57120'}",2,True,"('panAlgae', 'nanno_1036:17495..20160 and nanno_427:12789..11620 and snap_masked-nanno_87-abinit-gene-0.5 and NannoCCMP1779_2013-mRNA-1 and augustus_masked-nanno_3186-abinit-gene-0.3 and CCMP1779_5041-mRNA-1 or NGA_0437100 or nanno_1036:17495..20160 and nanno_427:12789..11620 and snap_masked-nanno_87-abinit-gene-0.5 and NannoCCMP1779_2013-mRNA-1 and augustus_masked-nanno_3186-abinit-gene-0.3 and CCMP1779_5041-mRNA-1 or nanno_1036:17495..20160 and nanno_427:12789..11620 and snap_masked-nanno_87-abinit-gene-0.5 and NannoCCMP1779_2013-mRNA-1 and augustus_masked-nanno_3186-abinit-gene-0.3 and CCMP1779_5041-mRNA-1')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g05390 or At1g30510 or At5g66190 or At1g20020,,,,,,,,,,,Os06g0107700 or LOC_Os02g01340 or Os07g0147900 or Os03g0784700,,,,,,,,,,,,,,,,,,,,,,,,,At4g05390 or At1g30510 or At5g66190 or At1g20020
1.16.8.1,panAlgae,ec,{'panAlgae': ['NanoG1266']},False,False,['1.16.8.1'],[0],{},0,False,"('', '')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14.-.-,panAlgae,ec,{'panAlgae': ['NanoG1689']},False,False,['1.14.-.-'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At3g30180'},2,False,"('', '')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g30180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g30180
1.2.1.3,panAlgae,ec,{'panAlgae': ['NanoG0854']},False,False,['1.2.1.3'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At4g34240'},2,True,"('panAlgae', 'Naga_100048g7 or Naga_102301g1 or Naga_100963g2 or Naga_100154g13 or Naga_101241g2')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g34240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g34240
3.2.1.26,panAlgae,ec,{'panAlgae': ['NanoG0391']},False,False,['3.2.1.26'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At5g22510'},2,False,"('', '')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g22510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g22510
3.6.1.1,panAlgae,ec,{'panAlgae': ['NanoG0609']},False,False,['3.6.1.1'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At5g09650'},2,True,"('panAlgae', 'Naga_100743g1 or Naga_100065g14 or Naga_100966g1 or Naga_100030g25 or Naga_100048g20 or Naga_100162g1 or Naga_100031g16 or Naga_100004g164')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g09650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g09650
1.3.99.28,panAlgae,ec,"{'panAlgae': ['NanoG1400', 'NanoG1404']}",False,False,['1.3.99.28'],[0],{},0,False,"('panAlgae', 'Naga_100161g10 or Naga_100200g6 or ')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5.1.62,"panAlgae, potato",ec,"{'panAlgae': ['@Chl_R09067_h'], 'potato': ['CHLPAS_h']}",False,False,['2.5.1.62'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At3g51820', 'Oryza sativa subsp. japonica (Rice)': 'Os05g0349700 LOC_Os05g28200'}",2,True,"('panAlgae', 'CHLREDRAFT_5437')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g51820,,,,,,,,,,,Os05g0349700,,,,,,,,,,,,,,,,,,,,,,,,,At3g51820
6.3.1.10,panAlgae,ec,{'panAlgae': ['NanoG1262']},False,False,['6.3.1.10'],[0],{},0,False,"('', '')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.1.1.20,panAlgae,ec,{'panAlgae': ['R00451_h']},False,False,['4.1.1.20'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At3g14390 or At5g11880', 'Oryza sativa subsp. japonica (Rice)': 'Os02g0440000 LOC_Os02g24354'}",2,True,"('', '')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At3g14390 or At5g11880,,,,,,,,,,,Os02g0440000,,,,,,,,,,,,,,,,,,,,,,,,,At3g14390 or At5g11880
4.2.1.20,panAlgae,ec,"{'panAlgae': ['NanoG0192', 'NanoG0207']}",False,False,['4.2.1.20'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At5g54810 or At3g54640 or At4g27070'},2,True,"('panAlgae', 'Naga_100155g8 or Naga_100161g10 or Naga_100200g6 or Naga_100155g8 or Naga_100161g10 or Naga_100200g6')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g54810 or At3g54640 or At4g27070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g54810 or At3g54640 or At4g27070
3.1.2.14,panAlgae,ec,"{'panAlgae': ['NanoG0709', 'NanoG0758']}",False,False,['3.1.2.14'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At4g13050 or At3g25110'},2,True,"('panAlgae', 'Naga_100211g2 or Naga_100884g2 or Naga_100011g47 or Naga_100086g24 or Naga_100211g2 or Naga_100884g2 or Naga_100011g47 or Naga_100086g24')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g13050 or At3g25110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g13050 or At3g25110
2.3.1.85,panAlgae,ec,{'panAlgae': ['NanoG0711']},False,False,['2.3.1.85'],[0],{},0,False,"('panAlgae', 'Naga_100113g7')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3.1.9,"panAlgae, Cohadii",ec,"{'Cohadii': ['RXN-9657', 'RXN-9660'], 'panAlgae': ['NanoG0738', 'NanoG0740']}",False,False,['1.3.1.9'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At2g05990', 'Oryza sativa subsp. japonica (Rice)': 'Os08g0327400 LOC_Os08g23810 or Os09g0277800 LOC_Os09g10600'}",2,True,"('panAlgae', 'Naga_100001g171 or Naga_101525g2 or Naga_101053g1 or Naga_100001g171 or Naga_101525g2 or Naga_101053g1')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At2g05990,,,,,,,,,,,Os08g0327400 or Os09g0277800,,,,,,,,,,,,,,,,,,,,,,,,,At2g05990
2.1.1.13,"panAlgae, potato",ec,"{'panAlgae': ['R00946_h'], 'potato': ['METSh']}",False,False,['2.1.1.13'],[0],{},0,False,"('', '')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.2.3.5,panAlgae,ec,{'panAlgae': ['NanoG0191']},False,False,['4.2.3.5'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g48850'},2,True,"('', '')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g48850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g48850
1.1.1.224,panAlgae,ec,{'panAlgae': ['NanoG0369']},False,False,['1.1.1.224'],[0],{},0,False,"('panAlgae', 'Naga_100003g115')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.1.3.25,panAlgae,ec,{'panAlgae': ['NanoG0495']},False,False,['3.1.3.25'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g31190 or At4g39120'},2,True,"('panAlgae', 'Naga_100009g49 or Naga_101240g1 or Naga_100062g32 or Naga_101411g2 or Naga_100041g12')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g31190 or At4g39120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g31190 or At4g39120
2.5.1.32,panAlgae,ec,{'panAlgae': ['NanoG1421']},False,False,['2.5.1.32'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At5g17230', 'Oryza sativa subsp. japonica (Rice)': 'Os12g0626400 LOC_Os12g43130 or Os09g0555500 LOC_Os09g38320 or Os06g0729000'}",2,True,"('panAlgae', 'Naga_100052g15')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g17230,,,,,,,,,,,Os12g0626400 or Os09g0555500 or Os06g0729000,,,,,,,,,,,,,,,,,,,,,,,,,At5g17230
1.14.15.21,panAlgae,ec,"{'panAlgae': ['R06946_h', 'R06947_h']}",False,False,['1.14.15.21'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At5g67030', 'Oryza sativa subsp. japonica (Rice)': 'Os04g0448900 LOC_Os04g37619'}",2,True,"('panAlgae', ' or ')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At5g67030,,,,,,,,,,,Os04g0448900,,,,,,,,,,,,,,,,,,,,,,,,,At5g67030
1.14.99.-,"panAlgae, potato",ec,"{'panAlgae': ['NanoG1413'], 'potato': ['ACAROH', 'ZXANMO']}",False,False,['1.14.99.-'],[2],{'Arabidopsis thaliana (Mouse-ear cress)': 'At4g19170 or At3g63520'},2,False,"('panAlgae', 'Naga_100067g26')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g19170 or At3g63520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At4g19170 or At3g63520
1.14.14.1,panAlgae,ec,"{'panAlgae': ['NanoG0814', 'NanoG0818']}",False,False,['1.14.14.1'],[0],{},0,False,"('panAlgae', 'Naga_100403g3 or Naga_100003g163 or Naga_100403g3 or Naga_100003g163')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3.1.38,panAlgae,ec,{'panAlgae': ['NanoG0714']},False,False,['2.3.1.38'],[1],{'Chlorella sorokiniana (Freshwater green alga)': 'A0A2P6U556'},1,True,"('panAlgae', 'Naga_100174g4')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2P6U556,,,,,A0A2P6U556
1.2.4.1,panAlgae,ec,{'panAlgae': ['NanoG0420']},False,False,['1.2.4.1'],[2],"{'Arabidopsis thaliana (Mouse-ear cress)': 'At1g30120 or At1g01090 or At2g34590', 'Oryza sativa subsp. japonica (Rice)': 'Os04g0119400 LOC_Os04g02900 or Os03g0645100 LOC_Os03g44300 or Os12g0616900 LOC_Os12g42230'}",2,True,"('panAlgae', '(Naga_100064g27 or Naga_101735g1 or Naga_101326g1 or Naga_100130g6 or Naga_100136g4 or Naga_101324g2) and (Naga_100039g1 or Naga_100001g181 or Naga_100050g7) and (Naga_100257g2 or Naga_100065g5 or Naga_100594g3 or Naga_100165g9 or Naga_100605g1 or Naga_100008g2 or Naga_100006g108 or Naga_100258g1)')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At1g30120 or At1g01090 or At2g34590,,,,,,,,,,,Os04g0119400 or Os03g0645100 or Os12g0616900,,,,,,,,,,,,,,,,,,,,,,,,,At1g30120 or At1g01090 or At2g34590
1.4.1.4,panAlgae,ec,{'panAlgae': ['NanoG0051']},False,False,['1.4.1.4'],[2],{'Chlorella sorokiniana (Freshwater green alga)': 'P28998'},2,True,"('panAlgae', 'Naga_100063g22 or Naga_103301g1 or Naga_100005g23 or Naga_100097g1 or Naga_101061g3 or Naga_101084g2')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P28998,,,,,P28998
R00714,panAlgae,kegg,{'panAlgae': ['NanoG0021']},False,False,"['1.2.1.16', '1.2.1.79']","[0, 0]",{},0,False,"('panAlgae', 'Naga_100031g34')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R05049,panAlgae,kegg,{'panAlgae': ['NanoG0064']},False,False,['1.2.1.71'],[0],{},0,False,"('panAlgae', 'Naga_100154g13')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R04861,"panAlgae, rice, mintzOron",kegg,"{'panAlgae': ['NanoG0071'], 'rice': ['3SPYRSPs'], 'mintzOron': ['rxn846_p']}",False,False,[],[],{},0,False,"('', '')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00653,panAlgae,kegg,{'panAlgae': ['NanoG0085']},False,False,['3.5.1.31'],[0],{},0,False,"('panAlgae', 'Naga_100009g109')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00893,"panAlgae, rice",kegg,"{'panAlgae': ['NanoG0090'], 'rice': ['LCYSTSs']}",False,False,['1.13.11.20'],[0],{},0,False,"('panAlgae', 'Naga_100188g9')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00589,"panAlgae, mintzOron",kegg,"{'panAlgae': ['NanoG0125'], 'mintzOron': ['rxn119_p']}",False,False,"['5.1.1.10', '5.1.1.18']","[0, 0]",{},0,False,"('panAlgae', 'Naga_100007g34')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00366,panAlgae,kegg,{'panAlgae': ['NanoG0142']},False,False,"['1.4.3.3', '1.4.3.19']","[0, 0]",{},0,False,"('panAlgae', 'Naga_100028g21')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00686,panAlgae,kegg,{'panAlgae': ['NanoG0181']},False,False,['5.1.1.11'],[0],{},0,False,"('panAlgae', 'Naga_102909g1')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R00228,panAlgae,kegg,{'panAlgae': ['NanoG0188']},False,False,['1.2.1.10'],[0],{},0,True,"('panAlgae', 'Naga_100154g13')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R03130,panAlgae,kegg,{'panAlgae': ['NanoG0221']},False,False,['2.1.1.4'],[2],{'Oryza sativa subsp. japonica (Rice)': 'Os07g0247100 LOC_Os07g14350'},2,False,"('panAlgae', 'Naga_100179g2')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Os07g0247100,,,,,,,,,,,,,,,,,,,,,,,,,Os07g0247100
R02661,panAlgae,kegg,{'panAlgae': ['NanoG0259']},False,False,"['1.3.8.1', '1.3.8.5', '1.3.8.7', '1.3.99.-']","[0, 0, 0, 0]",{},0,False,"('', '')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
